tweet_author,overall_polarity
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
야한주주,negative
Club Libertad Limpeño,negative
Medscape Education,positive
Michele Nadeem-Baker,negative
betterthank,negative
Patient Power,negative
"Raul Cordoba, MD, PhD",negative
Blood Advances,negative
MoJo,positive
Oilman Jim,negative
AIM Alerts!,negative
"Raul Cordoba, MD, PhD",negative
CLL Society Inc.,negative
Patient Power,negative
Patient Empowerment Network,negative
Mayo Clinic Cancer Center,negative
Clinical Cancer Research,negative
The James,positive
Patient Power,positive
Θάνατος •,negative
"chadi nabhan MD, MBA, FACP",negative
CLL Warwick Uni,negative
"Dr T. Comeau , MD",negative
VJHemOnc,negative
Kathleen D. Hoffman,negative
Health Stories Project,negative
CLL Society Inc.,negative
Juan Marquet,negative
LymphomaAction,negative
Patient Power,negative
iwCLL,negative
Scrädley,positive
Michael Hallek,positive
OncLive.com,negative
"Bachar Samra, MD",negative
Michele Nadeem-Baker,negative
Ken Godevenos,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
Club Libertad Limpeño,negative
CLL Advocates Network,positive
Dana,negative
Xenia Schmidt,positive
Patient Power,negative
Joe Librescu,negative
LymphomaAction,positive
CLL Society Inc.,negative
Lymphoma Papers,negative
CLL_Fighters🎗,positive
Cancer Papers,negative
Lymphoma Coalition,negative
Patient Power,positive
Michael Rynne,positive
LymphomaAction,positive
Jonathan Pearce,negative
Jonathan Pearce,negative
CURE Magazine,negative
Jonathan Pearce,positive
CancerEpiPapers,negative
Oak Tree Primary School,negative
PressReleasePoint,negative
Cancer Health,negative
NewYork-Presbyterian,positive
The Galien Foundation,positive
KHALID HEMATOLOGIST,negative
CLL Society Inc.,negative
CellworksLife,negative
GEDEFO,negative
Patient Power,positive
CURE Magazine,negative
Kathleen D. Hoffman,negative
AIM Alerts!,negative
Fabrice Leclerc,positive
Mickp,positive
André Rendeiro,negative
MD Anderson Leukemia,negative
Patient Power,negative
bioRxiv,positive
Michael Rynne,positive
ResearchByMarkets,negative
MD Anderson Cancer Center,negative
CURE Magazine,positive
Bioevents - Sharing Biomed Knowledge,negative
National Cancer Institute,negative
Tom,negative
Hyde Park Blast,negative
Cure Cancer Now,negative
PressReleasePoint,negative
CLL Society Inc.,negative
Patient Power,negative
NLTP,positive
LyLe Foreningen,negative
flypapers,negative
Lymphoma Coalition,positive
Jonathan Pearce,negative
BVirtual Murciasalud,negative
Europe PMC articles,negative
"Krishna Talluri, MD",negative
Oxford Nanopore,negative
Phoebe Needles,negative
Aaron Llanso,positive
VJHemOnc,positive
iwCLL,negative
iwCLL,negative
Blood Journal,negative
Patient Power,positive
Helen Parry 💙,positive
HAM,negative
CLL Society Inc.,negative
Ron Grunsby,negative
Patrick R. Benusiglio,negative
Revista El Repollero,negative
exambazaar.com,negative
VJHemOnc,positive
Jonathan Pearce,positive
Targeted Oncology,negative
Medivizor,negative
LymphomaAction,positive
Mike E マイケル😷🏳️‍🌈 #HR1 #ForThePeople,negative
CancerWallonia,negative
Research UMCG,negative
Juan Marquet,negative
Kathleen D. Hoffman,negative
XpertDox,negative
CLL Society Inc.,negative
Toby Eyre,negative
Toby Eyre,negative
CLL Society Inc.,negative
CLL Society Inc.,negative
XpertDox,negative
JAAD Journals,negative
Medivizor,negative
"Jose Sandoval S, MD FACP",negative
Patient Power,negative
LymphomaAction,negative
Mike E マイケル😷🏳️‍🌈 #HR1 #ForThePeople,positive
CLL Society Inc.,negative
john randall,negative
Oncology Tube,negative
Zack Pemberton-Whiteley,positive
Lymphoma Hub,positive
TerkkoLib,negative
CDD press,negative
Prof John,negative
VJHemOnc,positive
"Jose Sandoval S, MD FACP",negative
Flinders Uni Library,negative
Oncology Tube,negative
Patient Power,positive
WheelieDealer,positive
Oncology Tube,negative
Prof John,negative
Patient Power,positive
Modern Trials,positive
CLL Society Inc.,negative
Lymphoma Hub,negative
Jeremy Scott,positive
Lymphoma Papers,negative
Lymphoma Papers,negative
Oncology Tube,negative
UCL Discovery,negative
UCL Discovery,negative
Proactive,positive
Hematology Advisor,negative
CLL Society Inc.,positive
CLL Society Inc.,positive
BSI America,positive
VJHemOnc,negative
Talbot Research Library & Media Services,negative
AIM Alerts!,negative
Foundation Stage,positive
finnCap,positive
Research News24 💎,positive
digitalLIFE4CE,negative
Kathleen D. Hoffman,negative
Andrew Schorr,positive
Biosimilar Today iMagazine,negative
Margaret Walker,negative
CLL Society Inc.,negative
Alliance for Clinical Trials in Oncology,negative
Dr Tony Truong,positive
MoJo,negative
palliativewise,negative
Serv. Farmacia CHUAC,negative
Early Years at LSC (#FE #VocEd #EYFS) 🙋‍♀️,negative
VJHemOnc,positive
Razan Mohty,negative
Cure Cancer Now,negative
Mascarasraison2.0,negative
Lymphomation.org,negative
Ex Dividend Date,negative
Lymphoma Hub,negative
Wellzio,positive
Hans Duvefelt,negative
OncLive.com,negative
Medivizor,negative
Patient Power,negative
Khalid Asghar,negative
Leukemia Research Foundation,negative
CLL Society Inc.,negative
CLL Society Inc.,negative
Lymphoma Hub,negative
IDIVAL Direccion,negative
noel cole,negative
Medivizor,negative
Lymphoma Hub,positive
Medivizor,negative
SEBASTIAN UGARTE,negative
Mayo Clinic,positive
"Raul Cordoba, MD, PhD",negative
Toby Eyre,positive
VJHemOnc,negative
Patient Power,positive
Patient Power,negative
Blood Journal,negative
Patient Power,positive
Andrew Schorr,negative
CEITEC,negative
Patient Power,positive
Cancer Frontline,positive
Kiran Bhole,negative
Lymphoma Papers,negative
Kathleen D. Hoffman,negative
Clinical Trials Congress 2019,negative
"Krizsán Szilvia, MD",negative
Izaskun Zeberio,negative
Neil Dunavin,negative
Philip McCarthy,negative
Patient Power,positive
Garbiñe Lizeaga,negative
ASBlearns,negative
SignPath Pharma,negative
Lymphoma Research Foundation,positive
"Raul Cordoba, MD, PhD",negative
Leo Reap,negative
"Abel Costa Neto, MD",negative
"Dr T. Comeau , MD",negative
CLL Warwick Uni,positive
CURE Magazine,negative
CLL Advocates Network,positive
Proactive,positive
Medscape Education,negative
finnCap,positive
WheelieDealer,positive
Bioevents - Sharing Biomed Knowledge,positive
Proactive,positive
John Harrington,negative
AIM Alerts!,negative
Jon,negative
Anna Deveau,positive
Oncology Tube,negative
MedPage Oncology,positive
CLLSA,positive
SwingTradeBot UK,negative
"Amber Koehler, PA-C",negative
CLLSA,positive
Blood Advances,positive
Patient Power,negative
hematologist,negative
Patient Power,negative
Michele Nadeem-Baker,negative
iwCLL,negative
DOCTOR,negative
DR.ARUN ACHUTHAN,negative
CLL Society Inc.,negative
CureHuntr,negative
joan settina,negative
Easterwood Airport,positive
Miloš Miljković,negative
Andrew Schorr,positive
NCICancerTrials,negative
CLL Society Inc.,negative
Cancer Frontline,negative
TrialBulletin,negative
Paradigm Med Comm,positive
SignPath Pharma,negative
Lymphoma Hub,negative
Toby Eyre,positive
Oncology Tube,negative
Fabienne McClanahan Lucas (she/her/hers),negative
Blood Journal,negative
DukePathDept,negative
Patient Power,negative
日本人向けUSMLE対策bot,negative
Ellery littlefield,negative
Blood Journal,negative
Patient Power,negative
Surgical Pathology,negative
VJHemOnc,positive
LymphomaAction,negative
The Pepex Family,negative
Mayo Clinic,negative
Medivizor,negative
Medivizor,negative
The Patient's Channel,positive
CLL Society Inc.,negative
CLL Ireland,positive
Elsevier Hematology,negative
Blood Journal,negative
Anna Deveau,negative
Philip McCarthy,negative
Carlos Chiattone,positive
日本人向けUSMLE対策bot,negative
Amy Ramos,positive
dough,negative
Jimmy Side Eye,negative
Medivizor,negative
Patient Power,negative
LymphomaAction,negative
tonet,negative
Jon,negative
CancerWallonia,negative
Jitakshi,negative
Cancer Support Community,positive
Medivizor,negative
Anthony Mato,negative
Medivizor,negative
D'Amore Injury Law,negative
The Patient's Channel,positive
Medivizor,negative
"Michael Cautillo, J.D.",negative
Medivizor,negative
Biosimilar Today iMagazine,negative
NCI Center for Cancer Research,negative
Medivizor,negative
Mrs Dickens,positive
Patient Power,negative
Journal of Leukocyte Biology,negative
Chocolatiere Phys,positive
Leucine Rich Bio,negative
"Dr T. Comeau , MD",negative
NK papers,negative
COPD News,negative
Medivizor,negative
Hetero Healthcare,negative
Kumar Sankaran,negative
HemOnc Today,positive
Garbiñe Lizeaga,negative
Medivizor,negative
SwingTradeBot UK,negative
CLL Society Inc.,negative
CLL Society Inc.,positive
"Raul Cordoba, MD, PhD",negative
Inamul Hasan.Madar,negative
CLL Society Inc.,negative
Amy C. Cavers,negative
Izaskun Zeberio,negative
The Ohio State University College of Medicine,positive
Biotexcel,negative
Oncology Board,negative
Patient Power,negative
CellworksLife,negative
AIRR-seq papers,negative
iwCLL,negative
Suvir Singh,negative
CLL Warwick Uni,positive
RNA-Seq Blog,negative
Daniel Auclair,negative
Nick,positive
Nick,positive
Medivizor,negative
CLLSA,positive
Kathleen D. Hoffman,negative
"Raul Cordoba, MD, PhD",negative
Michele Nadeem-Baker,negative
CLL Advocates Network,positive
"Jose Sandoval S, MD FACP",negative
Cancer Discovery,negative
R Orentas,positive
SeraCare,negative
Andrew Schorr,positive
Dr kamala maddali DVM PhD,positive
HemOnc Today,negative
CLL Warwick Uni,negative
Continuous Lifecycle London (online),negative
CLLSA,positive
LymphomaAction,negative
Prof John,negative
Triona Ní Chonghaile,negative
Medivizor,negative
Medivizor,negative
Medivizor,negative
Medivizor,negative
Virtute_USMLE,negative
Sylvester Comprehensive Cancer Center,negative
donnashort,negative
SwingTradeBot UK,negative
Tinu Abayomi-Paul,negative
Paradigm Med Comm,positive
Oncology Tube,negative
iwCLL,negative
Anna shaikh,negative
Patient Power,negative
Toby Eyre,positive
CURE Magazine,positive
医学英単語bot,negative
Patient Power,positive
Krebsgesellschaft,negative
Lymphoma Papers,negative
EPR Network,negative
DRG Epidemiology,negative
Medivizor,negative
dough,negative
Oncology Tube,negative
Oncology Tube,negative
Medivizor,negative
CRO Contract Res.,negative
Blood Journal,negative
Patient Empowerment Network,negative
Oncology Tube,negative
AA&MDSIF,negative
Oncology Tube,negative
Patient Power,negative
Blood Journal,negative
CARE™ Education,positive
CURE Magazine,negative
CLL Society Inc.,positive
H4B Boston,negative
Medivizor,negative
CLL Warwick Uni,positive
oncohebdo,negative
Medivizor,negative
1stOncology,negative
Roots Analysis,negative
Medivizor,negative
Tim Durkan,negative
The James,negative
annemarie,positive
The Patient's Channel,positive
CLLSA,positive
TrialSite News,negative
HealthCentral,negative
CLL Ireland,positive
AURELIAN UDRISTIOIU,negative
noel cole,negative
Medivizor,negative
Kathleen D. Hoffman,negative
CLL Society Inc.,negative
CLL Society Inc.,negative
CLL Society Inc.,negative
CLL Society Inc.,negative
Cancer Papers,negative
CellworksLife,negative
PRC Clinical,negative
Medivizor,negative
Medicare Consumer,negative
Fiona 🐞,negative
Cancer Support Community,positive
Patient Power,positive
Patient Power,positive
CancerWallonia,negative
RBC Place London,positive
HealthCentral,negative
Biosimilar Today iMagazine,negative
CancerWallonia,negative
CancerWallonia,negative
CLL Warwick Uni,negative
Patient Power,negative
Biotech2050,negative
Lymphoma Papers,negative
Lymphoma Papers,negative
CLLSA,positive
CLLSA,positive
Toby Eyre,positive
MoJo,negative
ipharmacenter,negative
ipharmacenter,negative
Roche,negative
Eduardo Flavio Oliveira Ribeiro,negative
iwCLL,negative
"Dr T. Comeau , MD",negative
TEAM Pharmacy Consulting,negative
CryptoLiveLeak,negative
Kenneth M. Garofalo,negative
Genentech,negative
"Raul Cordoba, MD, PhD",negative
"Raul Cordoba, MD, PhD",negative
Targeted Oncology,negative
MAISA,positive
HemOnc Today,negative
Literacy Works,negative
Andrew Schorr,negative
Jean-Eric Ghia,negative
Michael Oholendt,negative
Patient Power,negative
Michael Hallek,positive
The Pharmaceutical Marketing Group,negative
EIN Presswire: Breast Cancer Newswire,negative
Mira Larkin,negative
cafepharma,negative
Algoslinger,negative
Cancer Discovery,negative
CellworksLife,negative
RazzleTazzle,negative
Pharma News,negative
Vindico Medical Education,positive
Flash Alert,negative
AbbVie,negative
Bio Stocks™,negative
Crwe World,negative
Crwe World,negative
Marketbit.pro,negative
Genentech,negative
Flash Alert,negative
Latest News from Business Wire,negative
maria jose agustin,negative
SIBBM,negative
SIBBM,negative
LymphomaAction,negative
CLL Warwick Uni,positive
CLL Ireland,positive
Patient Power,negative
Patient Power,negative
Michele Nadeem-Baker,negative
SwingTradeBot UK,negative
SwingTradeBot UK,negative
Steve Williamson,negative
NMDP/Be The Match Advocacy,negative
Anthony Mato,negative
NMDP/Be The Match Advocacy,negative
Shouting at people in my underpants,negative
CancerTherapyAdvisor,negative
CLL Society Inc.,positive
CLL Society Inc.,positive
CLL Society Inc.,positive
CLL Society Inc.,negative
DMM Journal,negative
Patient Power,negative
CLL Warwick Uni,negative
NEJM,negative
Patient Power,negative
Lymphoma Hub,negative
the paper link,negative
Europe PMC articles,positive
Medivizor,negative
Medivizor,negative
TrialSite News,negative
Oncology Tube,negative
Cure Cancer Now,negative
Oncology Tube,negative
Leukaemia Care,positive
Oncology Tube,negative
SwingTradeBot UK,negative
Oncology Tube,negative
iwCLL,negative
Medivizor,negative
SDEF Women's & Pediatrics Dermatology Seminar,negative
Fabrice Leclerc,negative
Medivizor,negative
NEJM Resident 360,negative
CancerCare,negative
Oncology Tube,negative
Cancer Frontline,negative
Verastem Oncology,negative
Nick,positive
Oncology CE,positive
MD Anderson Cancer Center,positive
Research News24 💎,positive
"Robinson Ortiz, MD",negative
Oncology Tube,negative
Oncology Tube,negative
Oncology Tube,negative
Oncology Tube,negative
CLL Society Inc.,negative
Targeted Oncology,negative
Oncology Tube,negative
Mayo Clinic Cancer Center,negative
CLL Society Inc.,negative
CryptoLiveLeak,positive
CLL Society Inc.,negative
Sophie Baczynski,negative
Patient Power,negative
ACS Journal Cancer,negative
Patient Power,negative
Nestoret,negative
Markets,negative
CLL Society Inc.,negative
Matthews & Associates,negative
Patient Power,negative
Vincent Rajkumar,negative
